read_acc, length, #covered, %coverage
sim_rand_154, 210, 182, 86.66666666666667
sim_rand_155, 209, 188, 89.95215311004785
sim_rand_156, 202, 202, 100
sim_rand_157, 199, 182, 91.4572864321608
sim_rand_158, 211, 192, 90.99526066350711
sim_rand_159, 204, 180, 88.23529411764706
sim_rand_160, 206, 206, 100
sim_rand_161, 192, 177, 92.1875
sim_rand_162, 208, 185, 88.9423076923077
sim_rand_163, 199, 185, 92.96482412060301
sim_rand_164, 185, 183, 98.91891891891892
sim_rand_165, 211, 195, 92.41706161137441
sim_rand_166, 208, 187, 89.90384615384616
sim_rand_167, 193, 192, 99.48186528497409
sim_rand_168, 217, 206, 94.93087557603687
sim_rand_169, 191, 174, 91.09947643979058
sim_rand_170, 206, 181, 87.86407766990291
sim_rand_171, 176, 168, 95.45454545454545
sim_rand_172, 190, 190, 100
sim_rand_173, 216, 195, 90.27777777777779
sim_rand_174, 206, 190, 92.23300970873787
sim_rand_175, 195, 177, 90.76923076923077
sim_rand_176, 201, 200, 99.50248756218906
sim_rand_177, 217, 201, 92.62672811059907
sim_rand_178, 193, 178, 92.2279792746114
sim_rand_179, 216, 200, 92.5925925925926
sim_rand_180, 232, 209, 90.08620689655173
sim_rand_181, 189, 172, 91.005291005291
sim_rand_182, 195, 195, 100
sim_rand_183, 195, 171, 87.6923076923077
sim_rand_184, 191, 168, 87.95811518324608
sim_rand_185, 201, 184, 91.54228855721394
sim_rand_186, 211, 192, 90.99526066350711
sim_rand_187, 204, 204, 100
sim_rand_188, 195, 177, 90.76923076923077
sim_rand_189, 211, 188, 89.0995260663507
sim_rand_190, 210, 189, 90
sim_rand_191, 195, 177, 90.76923076923077
sim_rand_192, 194, 185, 95.36082474226805
sim_rand_193, 201, 177, 88.05970149253731
sim_rand_194, 207, 182, 87.92270531400966
sim_rand_195, 198, 198, 100
sim_rand_196, 185, 172, 92.97297297297298
sim_rand_197, 193, 174, 90.15544041450777
sim_rand_198, 205, 205, 100
sim_rand_199, 178, 162, 91.01123595505618
sim_rand_200, 199, 184, 92.46231155778895
sim_rand_201, 190, 171, 90
sim_rand_202, 189, 159, 84.12698412698413
sim_rand_203, 217, 193, 88.94009216589862
sim_rand_204, 198, 198, 100
sim_rand_205, 185, 170, 91.8918918918919
sim_rand_206, 179, 179, 100
sim_rand_207, 203, 200, 98.52216748768473
sim_rand_208, 177, 177, 100
sim_rand_209, 187, 186, 99.46524064171123
sim_rand_210, 195, 195, 100
sim_rand_211, 208, 190, 91.34615384615384
sim_rand_212, 197, 179, 90.86294416243655
sim_rand_213, 202, 183, 90.5940594059406
sim_rand_214, 184, 165, 89.67391304347827
sim_rand_215, 196, 179, 91.3265306122449
sim_rand_216, 199, 179, 89.9497487437186
sim_rand_217, 188, 157, 83.51063829787235
sim_rand_218, 203, 183, 90.14778325123153
sim_rand_219, 218, 218, 100
sim_rand_220, 196, 171, 87.24489795918367
sim_rand_221, 206, 187, 90.77669902912622
sim_rand_222, 209, 187, 89.47368421052632
sim_rand_223, 214, 214, 100
sim_rand_224, 212, 191, 90.09433962264151
sim_rand_225, 190, 176, 92.63157894736842
sim_rand_226, 195, 186, 95.38461538461539
sim_rand_227, 184, 160, 86.95652173913044
sim_rand_228, 205, 183, 89.26829268292683
sim_rand_229, 195, 195, 100
sim_rand_230, 183, 162, 88.52459016393442
sim_rand_231, 201, 183, 91.04477611940298
sim_rand_232, 214, 194, 90.65420560747664
sim_rand_233, 206, 182, 88.3495145631068
sim_rand_234, 196, 195, 99.48979591836735
sim_rand_235, 194, 178, 91.75257731958763
sim_rand_236, 196, 195, 99.48979591836735
sim_rand_237, 175, 157, 89.71428571428571
sim_rand_238, 188, 169, 89.8936170212766
sim_rand_239, 183, 183, 100
sim_rand_240, 179, 165, 92.17877094972067
sim_rand_241, 198, 198, 100
sim_rand_242, 209, 184, 88.03827751196172
sim_rand_243, 209, 209, 100
sim_rand_244, 180, 166, 92.22222222222223
sim_rand_245, 197, 175, 88.83248730964468
sim_rand_246, 189, 189, 100
sim_rand_247, 189, 171, 90.47619047619048
sim_rand_248, 182, 168, 92.3076923076923
sim_rand_249, 198, 172, 86.86868686868688
sim_rand_250, 182, 181, 99.45054945054946
sim_rand_251, 214, 188, 87.85046728971963
sim_rand_252, 194, 174, 89.69072164948454
sim_rand_253, 188, 173, 92.02127659574468
sim_rand_254, 213, 194, 91.07981220657277
sim_rand_255, 191, 177, 92.67015706806284
sim_rand_256, 209, 209, 100
sim_rand_257, 209, 209, 100
sim_rand_258, 185, 168, 90.81081081081082
sim_rand_259, 197, 178, 90.35532994923858
sim_rand_260, 186, 150, 80.64516129032258
sim_rand_261, 196, 175, 89.28571428571429
sim_rand_262, 189, 167, 88.35978835978835
sim_rand_263, 196, 195, 99.48979591836735
sim_rand_264, 206, 206, 100
sim_rand_265, 189, 172, 91.005291005291
sim_rand_266, 197, 180, 91.37055837563452
sim_rand_267, 198, 179, 90.40404040404042
sim_rand_268, 211, 210, 99.52606635071089
sim_rand_269, 198, 180, 90.9090909090909
sim_rand_270, 206, 203, 98.54368932038835
sim_rand_271, 192, 177, 92.1875
sim_rand_272, 202, 202, 100
sim_rand_273, 195, 183, 93.84615384615384
sim_rand_274, 209, 190, 90.9090909090909
sim_rand_275, 187, 167, 89.3048128342246
sim_rand_276, 194, 179, 92.26804123711341
sim_rand_277, 197, 176, 89.34010152284264
sim_rand_278, 195, 192, 98.46153846153847
sim_rand_279, 195, 176, 90.25641025641026
sim_rand_280, 193, 192, 99.48186528497409
sim_rand_281, 184, 184, 100
sim_rand_282, 204, 182, 89.2156862745098
sim_rand_283, 216, 193, 89.35185185185185
sim_rand_284, 183, 183, 100
sim_rand_285, 201, 169, 84.07960199004975
sim_rand_286, 208, 188, 90.38461538461539
sim_rand_287, 218, 217, 99.54128440366972
sim_rand_288, 196, 196, 100
sim_rand_289, 196, 178, 90.81632653061224
sim_rand_290, 211, 193, 91.4691943127962
sim_rand_291, 183, 180, 98.36065573770492
sim_rand_292, 216, 216, 100
sim_rand_293, 200, 200, 100
sim_rand_294, 206, 181, 87.86407766990291
sim_rand_295, 208, 207, 99.51923076923077
sim_rand_296, 211, 192, 90.99526066350711
sim_rand_297, 179, 168, 93.85474860335195
sim_rand_298, 177, 167, 94.35028248587571
sim_rand_299, 191, 172, 90.0523560209424
sim_rand_300, 184, 166, 90.21739130434783
sim_rand_301, 222, 199, 89.63963963963964
sim_rand_302, 201, 178, 88.55721393034825
sim_rand_303, 202, 202, 100
sim_rand_304, 196, 177, 90.3061224489796
sim_rand_305, 199, 183, 91.95979899497488
sim_rand_306, 182, 161, 88.46153846153845
sim_rand_307, 173, 152, 87.86127167630057
sim_rand_308, 200, 200, 100
sim_rand_309, 190, 168, 88.42105263157895
sim_rand_310, 186, 164, 88.17204301075269
sim_rand_311, 205, 183, 89.26829268292683
sim_rand_312, 195, 195, 100
sim_rand_313, 196, 186, 94.89795918367348
sim_rand_314, 200, 188, 94
sim_rand_315, 197, 173, 87.81725888324873
sim_rand_316, 180, 180, 100
sim_rand_317, 192, 175, 91.14583333333334
sim_rand_318, 205, 186, 90.73170731707317
sim_rand_319, 205, 204, 99.51219512195122
sim_rand_320, 200, 188, 94
sim_rand_321, 208, 207, 99.51923076923077
sim_rand_322, 209, 209, 100
sim_rand_323, 190, 169, 88.94736842105263
sim_rand_324, 205, 188, 91.70731707317074
sim_rand_325, 197, 189, 95.93908629441624
sim_rand_326, 202, 184, 91.0891089108911
sim_rand_327, 188, 188, 100
sim_rand_328, 205, 187, 91.21951219512195
sim_rand_329, 198, 198, 100
sim_rand_330, 215, 215, 100
sim_rand_331, 187, 170, 90.9090909090909
sim_rand_332, 195, 170, 87.17948717948718
sim_rand_333, 203, 184, 90.64039408866995
sim_rand_334, 168, 149, 88.69047619047619
sim_rand_335, 201, 182, 90.54726368159204
sim_rand_336, 190, 169, 88.94736842105263
sim_rand_337, 217, 192, 88.47926267281106
sim_rand_338, 185, 170, 91.8918918918919
sim_rand_339, 194, 175, 90.20618556701031
sim_rand_340, 197, 179, 90.86294416243655
sim_rand_341, 173, 156, 90.17341040462428
sim_rand_342, 187, 185, 98.93048128342245
sim_rand_343, 200, 182, 91
sim_rand_344, 194, 193, 99.48453608247422
sim_rand_345, 204, 186, 91.17647058823529
sim_rand_346, 193, 182, 94.30051813471503
sim_rand_347, 192, 180, 93.75
sim_rand_348, 204, 188, 92.15686274509804
sim_rand_349, 214, 214, 100
sim_rand_350, 194, 176, 90.72164948453609
sim_rand_351, 190, 185, 97.36842105263158
sim_rand_352, 176, 168, 95.45454545454545
sim_rand_353, 202, 202, 100
sim_rand_354, 209, 187, 89.47368421052632
sim_rand_355, 204, 177, 86.76470588235294
sim_rand_356, 209, 209, 100
sim_rand_357, 183, 169, 92.34972677595628
sim_rand_358, 190, 177, 93.15789473684211
sim_rand_359, 206, 188, 91.2621359223301
sim_rand_360, 214, 201, 93.92523364485982
sim_rand_361, 187, 168, 89.83957219251337
sim_rand_362, 201, 183, 91.04477611940298
sim_rand_363, 193, 192, 99.48186528497409
sim_rand_364, 209, 209, 100
sim_rand_365, 201, 185, 92.03980099502488
sim_rand_366, 216, 216, 100
sim_rand_367, 212, 193, 91.0377358490566
sim_rand_368, 219, 195, 89.04109589041096
sim_rand_369, 222, 222, 100
sim_rand_370, 205, 191, 93.17073170731707
sim_rand_371, 179, 159, 88.8268156424581
sim_rand_372, 196, 196, 100
sim_rand_373, 207, 193, 93.23671497584542
sim_rand_374, 216, 196, 90.74074074074075
sim_rand_375, 197, 196, 99.49238578680203
sim_rand_376, 202, 182, 90.0990099009901
sim_rand_377, 185, 185, 100
sim_rand_378, 218, 197, 90.36697247706422
sim_rand_379, 202, 201, 99.5049504950495
sim_rand_380, 196, 181, 92.3469387755102
sim_rand_381, 183, 171, 93.44262295081968
sim_rand_382, 198, 179, 90.40404040404042
sim_rand_383, 182, 181, 99.45054945054946
sim_rand_384, 203, 180, 88.66995073891626
sim_rand_385, 210, 198, 94.28571428571428
sim_rand_386, 197, 183, 92.89340101522842
sim_rand_387, 199, 181, 90.95477386934674
sim_rand_388, 216, 200, 92.5925925925926
sim_rand_389, 202, 191, 94.55445544554455
sim_rand_390, 200, 200, 100
sim_rand_391, 189, 175, 92.5925925925926
sim_rand_392, 199, 199, 100
sim_rand_393, 180, 166, 92.22222222222223
sim_rand_394, 201, 175, 87.06467661691542
sim_rand_395, 194, 174, 89.69072164948454
sim_rand_396, 200, 184, 92
sim_rand_397, 205, 184, 89.75609756097562
sim_rand_398, 188, 166, 88.29787234042553
sim_rand_399, 211, 211, 100
sim_rand_400, 196, 196, 100
sim_rand_401, 180, 160, 88.88888888888889
sim_rand_402, 194, 194, 100
sim_rand_403, 205, 185, 90.2439024390244
sim_rand_404, 216, 215, 99.53703703703704
sim_rand_405, 193, 193, 100
sim_rand_406, 204, 182, 89.2156862745098
sim_rand_407, 188, 163, 86.70212765957447
sim_rand_408, 177, 161, 90.96045197740112
sim_rand_409, 192, 177, 92.1875
sim_rand_410, 204, 184, 90.19607843137256
sim_rand_411, 180, 162, 90
sim_rand_412, 190, 190, 100
sim_rand_413, 195, 174, 89.23076923076924
sim_rand_414, 178, 160, 89.8876404494382
sim_rand_415, 195, 174, 89.23076923076924
sim_rand_416, 214, 188, 87.85046728971963
sim_rand_417, 180, 158, 87.77777777777777
sim_rand_418, 190, 167, 87.89473684210526
sim_rand_419, 186, 173, 93.01075268817203
sim_rand_420, 193, 193, 100
sim_rand_421, 210, 210, 100
sim_rand_422, 196, 196, 100
sim_rand_423, 176, 167, 94.88636363636364
sim_rand_424, 193, 192, 99.48186528497409
sim_rand_425, 200, 181, 90.5
sim_rand_426, 201, 184, 91.54228855721394
sim_rand_427, 214, 213, 99.53271028037383
sim_rand_428, 204, 181, 88.72549019607843
sim_rand_429, 200, 162, 81
sim_rand_430, 181, 165, 91.16022099447514
sim_rand_431, 182, 159, 87.36263736263736
sim_rand_432, 197, 197, 100
sim_rand_433, 205, 182, 88.78048780487805
sim_rand_434, 205, 189, 92.19512195121952
sim_rand_435, 217, 201, 92.62672811059907
sim_rand_436, 214, 214, 100
sim_rand_437, 175, 162, 92.57142857142857
sim_rand_438, 180, 180, 100
sim_rand_439, 178, 162, 91.01123595505618
sim_rand_440, 190, 174, 91.57894736842105
sim_rand_441, 186, 168, 90.32258064516128
sim_rand_442, 177, 161, 90.96045197740112
sim_rand_443, 194, 176, 90.72164948453609
sim_rand_444, 210, 196, 93.33333333333333
sim_rand_445, 192, 173, 90.10416666666666
sim_rand_446, 211, 171, 81.04265402843602
sim_rand_447, 189, 173, 91.53439153439153
sim_rand_448, 187, 187, 100
sim_rand_449, 193, 175, 90.67357512953367
sim_rand_450, 197, 181, 91.87817258883248
sim_rand_451, 186, 186, 100
sim_rand_452, 198, 198, 100
sim_rand_453, 207, 187, 90.33816425120773
sim_rand_454, 182, 182, 100
sim_rand_455, 213, 187, 87.79342723004694
sim_rand_456, 190, 173, 91.05263157894737
sim_rand_457, 204, 181, 88.72549019607843
sim_rand_458, 193, 173, 89.63730569948186
sim_rand_459, 185, 164, 88.64864864864866
sim_rand_460, 172, 155, 90.11627906976744
sim_rand_461, 199, 199, 100
sim_rand_462, 179, 157, 87.70949720670392
sim_rand_463, 218, 194, 88.9908256880734
sim_rand_464, 201, 201, 100
sim_rand_465, 198, 182, 91.91919191919192
sim_rand_466, 190, 177, 93.15789473684211
sim_rand_467, 219, 199, 90.8675799086758
sim_rand_468, 188, 171, 90.95744680851064
sim_rand_469, 200, 181, 90.5
sim_rand_470, 179, 166, 92.73743016759776
sim_rand_471, 205, 205, 100
sim_rand_472, 205, 201, 98.04878048780488
sim_rand_473, 203, 181, 89.16256157635468
sim_rand_474, 195, 177, 90.76923076923077
sim_rand_475, 202, 201, 99.5049504950495
sim_rand_476, 182, 163, 89.56043956043956
sim_rand_477, 208, 187, 89.90384615384616
sim_rand_478, 198, 197, 99.4949494949495
sim_rand_479, 184, 170, 92.3913043478261
sim_rand_480, 198, 182, 91.91919191919192
sim_rand_481, 198, 177, 89.39393939393939
sim_rand_482, 205, 183, 89.26829268292683
sim_rand_483, 191, 191, 100
sim_rand_484, 180, 167, 92.77777777777779
sim_rand_485, 183, 161, 87.97814207650273
sim_rand_486, 180, 167, 92.77777777777779
sim_rand_487, 201, 200, 99.50248756218906
sim_rand_488, 193, 165, 85.49222797927462
sim_rand_489, 188, 172, 91.48936170212765
sim_rand_490, 191, 181, 94.76439790575915
sim_rand_491, 208, 187, 89.90384615384616
sim_rand_492, 216, 215, 99.53703703703704
sim_rand_493, 172, 156, 90.69767441860465
sim_rand_494, 189, 157, 83.06878306878306
sim_rand_495, 188, 188, 100
sim_rand_496, 201, 201, 100
sim_rand_497, 196, 172, 87.75510204081633
sim_rand_498, 185, 167, 90.27027027027027
sim_rand_499, 207, 186, 89.85507246376811
sim_rand_500, 190, 173, 91.05263157894737
sim_rand_501, 186, 173, 93.01075268817203
sim_rand_502, 185, 162, 87.56756756756758
sim_rand_503, 176, 161, 91.47727272727273
sim_rand_504, 191, 174, 91.09947643979058
sim_rand_505, 195, 195, 100
sim_rand_506, 183, 182, 99.4535519125683
sim_rand_507, 204, 189, 92.64705882352942
sim_rand_508, 198, 198, 100
sim_rand_509, 197, 192, 97.46192893401016
sim_rand_510, 196, 177, 90.3061224489796
sim_rand_511, 183, 162, 88.52459016393442
sim_rand_512, 181, 167, 92.26519337016575
sim_rand_513, 175, 156, 89.14285714285714
sim_rand_514, 190, 190, 100
sim_rand_515, 194, 171, 88.14432989690721
sim_rand_516, 211, 197, 93.36492890995261
sim_rand_517, 190, 190, 100
sim_rand_518, 210, 189, 90
sim_rand_519, 186, 169, 90.86021505376344
sim_rand_520, 190, 174, 91.57894736842105
sim_rand_521, 195, 195, 100
sim_rand_522, 196, 178, 90.81632653061224
sim_rand_523, 193, 176, 91.19170984455958
sim_rand_524, 200, 182, 91
sim_rand_525, 180, 161, 89.44444444444444
sim_rand_526, 206, 184, 89.32038834951457
sim_rand_527, 190, 167, 87.89473684210526
sim_rand_528, 211, 211, 100
sim_rand_529, 189, 173, 91.53439153439153
sim_rand_530, 198, 198, 100
sim_rand_531, 195, 194, 99.48717948717949
sim_rand_532, 192, 175, 91.14583333333334
sim_rand_533, 200, 185, 92.5
sim_rand_534, 211, 202, 95.73459715639811
sim_rand_535, 201, 176, 87.56218905472637
sim_rand_536, 198, 178, 89.8989898989899
sim_rand_537, 204, 180, 88.23529411764706
sim_rand_538, 194, 169, 87.11340206185567
sim_rand_539, 201, 184, 91.54228855721394
sim_rand_540, 197, 180, 91.37055837563452
sim_rand_541, 207, 190, 91.78743961352657
sim_rand_542, 207, 207, 100
sim_rand_543, 166, 154, 92.7710843373494
sim_rand_544, 203, 180, 88.66995073891626
sim_rand_545, 197, 170, 86.29441624365482
sim_rand_546, 203, 186, 91.62561576354679
sim_rand_547, 202, 188, 93.06930693069307
sim_rand_548, 188, 188, 100
sim_rand_549, 187, 162, 86.63101604278076
sim_rand_550, 191, 160, 83.7696335078534
sim_rand_551, 195, 175, 89.74358974358975
sim_rand_552, 210, 191, 90.95238095238095
sim_rand_553, 194, 169, 87.11340206185567
sim_rand_554, 208, 192, 92.3076923076923
sim_rand_555, 207, 207, 100
sim_rand_556, 206, 189, 91.74757281553399
sim_rand_557, 197, 176, 89.34010152284264
sim_rand_558, 160, 143, 89.375
sim_rand_559, 219, 202, 92.23744292237443
sim_rand_560, 207, 185, 89.3719806763285
sim_rand_561, 190, 172, 90.52631578947368
sim_rand_562, 196, 181, 92.3469387755102
sim_rand_563, 206, 183, 88.83495145631069
sim_rand_564, 200, 173, 86.5
sim_rand_565, 199, 176, 88.44221105527639
sim_rand_566, 192, 171, 89.0625
sim_rand_567, 191, 172, 90.0523560209424
sim_rand_568, 202, 200, 99.00990099009901
sim_rand_569, 182, 161, 88.46153846153845
sim_rand_570, 194, 170, 87.62886597938144
sim_rand_571, 212, 196, 92.45283018867924
sim_rand_572, 198, 186, 93.93939393939394
sim_rand_573, 208, 187, 89.90384615384616
sim_rand_574, 207, 207, 100
sim_rand_575, 184, 166, 90.21739130434783
sim_rand_576, 202, 181, 89.60396039603961
sim_rand_577, 205, 189, 92.19512195121952
sim_rand_578, 186, 178, 95.6989247311828
sim_rand_579, 201, 181, 90.04975124378109
sim_rand_580, 211, 204, 96.6824644549763
sim_rand_581, 204, 181, 88.72549019607843
sim_rand_582, 190, 167, 87.89473684210526
sim_rand_583, 196, 176, 89.79591836734694
sim_rand_584, 197, 179, 90.86294416243655
sim_rand_585, 198, 198, 100
sim_rand_586, 208, 207, 99.51923076923077
sim_rand_587, 211, 191, 90.52132701421802
sim_rand_588, 191, 174, 91.09947643979058
sim_rand_589, 209, 208, 99.52153110047847
sim_rand_590, 203, 203, 100
sim_rand_591, 184, 166, 90.21739130434783
sim_rand_592, 208, 208, 100
sim_rand_593, 195, 182, 93.33333333333333
sim_rand_594, 188, 172, 91.48936170212765
sim_rand_595, 201, 201, 100
sim_rand_596, 182, 173, 95.05494505494505
sim_rand_597, 189, 181, 95.76719576719577
sim_rand_598, 188, 187, 99.46808510638297
sim_rand_599, 205, 180, 87.8048780487805
sim_rand_600, 203, 183, 90.14778325123153
sim_rand_601, 186, 181, 97.31182795698925
sim_rand_602, 199, 199, 100
sim_rand_603, 174, 163, 93.67816091954023
sim_rand_604, 230, 207, 90
sim_rand_605, 210, 209, 99.52380952380952
sim_rand_606, 200, 200, 100
sim_rand_607, 207, 182, 87.92270531400966
sim_rand_608, 199, 199, 100
sim_rand_609, 212, 197, 92.9245283018868
sim_rand_610, 203, 177, 87.192118226601
sim_rand_611, 213, 213, 100
sim_rand_612, 175, 167, 95.42857142857143
sim_rand_613, 199, 178, 89.44723618090453
sim_rand_614, 195, 195, 100
sim_rand_615, 199, 187, 93.96984924623115
sim_rand_616, 196, 195, 99.48979591836735
sim_rand_617, 209, 209, 100
sim_rand_618, 188, 173, 92.02127659574468
sim_rand_619, 188, 168, 89.36170212765957
sim_rand_620, 200, 200, 100
sim_rand_621, 201, 181, 90.04975124378109
sim_rand_622, 214, 193, 90.18691588785047
sim_rand_623, 204, 180, 88.23529411764706
sim_rand_624, 188, 169, 89.8936170212766
sim_rand_625, 189, 172, 91.005291005291
sim_rand_626, 194, 179, 92.26804123711341
sim_rand_627, 192, 192, 100
sim_rand_628, 214, 194, 90.65420560747664
sim_rand_629, 199, 174, 87.43718592964824
sim_rand_630, 195, 177, 90.76923076923077
sim_rand_631, 199, 177, 88.94472361809045
sim_rand_632, 192, 192, 100
sim_rand_633, 201, 187, 93.03482587064677
sim_rand_634, 212, 192, 90.56603773584906
sim_rand_635, 177, 157, 88.70056497175142
sim_rand_636, 166, 149, 89.7590361445783
sim_rand_637, 187, 187, 100
sim_rand_638, 205, 189, 92.19512195121952
sim_rand_639, 187, 166, 88.77005347593582
sim_rand_640, 213, 194, 91.07981220657277
sim_rand_641, 200, 179, 89.5
sim_rand_642, 175, 153, 87.42857142857143
sim_rand_643, 194, 194, 100
sim_rand_644, 179, 163, 91.06145251396647
sim_rand_645, 209, 209, 100
